Date of Complaint,Centralised ID,Unique ID,Customer Raised Issue,Complaint Raised By,Complaint Raised Name,Contact Number,Complaint Raised Through,Service Engineer Name,Device Model,Device PSN,VIN Number,Firmware,Configuration,Device IMEI,Device ICCID,Date of Sale of Device,Telco Status,Active Profile,Vehicle Sale Date,S Trigger Date,C Trigger Date,Commercial Expiry Date,First Communication in Darby,Last Communication in Darby,Vehicle Type,Vehicle Running Location,Vehicle Run,Kilometers/Hours,Main Battery Voltage,Vehicle Support Date,Issue Identified,External Modification,Issue Analysis,Resolved or Not,Issue Description,Engineer Recommendation,Engineer Email,Manager Remarks,Manager Email,Manager Approval Datetime,HOD Remarks,HOD Approval Status,HOD Approval Datetime,Device to be Sent,Upload File,Unique ID
2025-03-15 12:13:00,,,MB motors pali,Dealer,MB motors pali,8824860289,I-Alert,Rishwanth,others,2307246150,MB1TSKHD3PRFM5881,T217F6B453,others,564324567890876,8.991643013472648e+19,2025-02-27 00:00:00,others,others,N/A,2025-03-14 12:13:00,2025-03-21 12:13:00,2025-03-23 00:00:00,2025-03-15 12:14:00,2025-03-16 12:13:00,E-com,UTTARPRADESH,Hours,386822,24.0,2025-03-23 12:14:00,100%V Packet,"Aiternate Cabin, Alt-Device",Disk Image,No,SDF,Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,N/A,
2025-03-15 12:13:00,,,MB motors pali,Dealer,MB motors pali,8824860289,I-Alert,Rishwanth,others,2307246150,MB1TSKHD3PRFM5881,T217F6B453,others,564324567890876,899164301347264827,2025-02-27 00:00:00,others,others,N/A,2025-03-14 12:13:00,2025-03-21 12:13:00,2025-03-23 00:00:00,2025-03-15 12:14:00,2025-03-16 12:13:00,E-com,UTTARPRADESH,Hours,386822,24.0,2025-03-23 12:14:00,100%V Packet,"Aiternate Cabin, Alt-Device",Disk Image,No,SDF,Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,N/A,
2025-03-15 12:13:00,,,MB motors pali,Dealer,MB motors pali,8824860289,I-Alert,Rishwanth,others,2307246150,MB1TSKHD3PRFM5881,T217F6B453,others,564324567890876,899164301347264827,2025-02-27 00:00:00,others,others,N/A,2025-03-14 12:13:00,2025-03-21 12:13:00,2025-03-23 00:00:00,2025-03-15 12:14:00,2025-03-16 12:13:00,E-com,UTTARPRADESH,Hours,386822,24.0,2025-03-23 12:14:00,100%V Packet,"Aiternate Cabin, Alt-Device",Disk Image,No,SDF,Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,N/A,
2025-03-15 12:13:00,,,MB motors pali,Dealer,MB motors pali,8824860289,I-Alert,Rishwanth,others,2307246150,MB1TSKHD3PRFM5881,T217F6B453,others,564324567890876,899164301347264827,2025-02-27 00:00:00,others,others,N/A,2025-03-14 12:13:00,2025-03-21 12:13:00,2025-03-23 00:00:00,2025-03-15 12:14:00,2025-03-16 12:13:00,E-com,UTTARPRADESH TO BANNGLADESH,Hours,386822,24.0,2025-03-23 12:14:00,100%V Packet,"Aiternate Cabin, Alt-Device",Disk Image,No,SDF,Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,N/A,
N/A,,,MB motors pali,--,MB motors pali,8824860289,--,--,--,2307246150,MB1TSKHD3PRFM5881,T217F6B453,--,564324567890876,8.991643013472648e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,UTTARPRADESH,--,386822,24.0,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,
N/A,,,,--,,,--,--,--,234234,SDDFSDSAFADSF,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,
N/A,,,,--,,9390540794,--,--,--,234234,SDDFSDSAFADSF,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,
N/A,,,,--,,,--,--,--,,43dssfsdf,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,
N/A,,,,--,,,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,
N/A,,,,--,,,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,
N/A,,,,--,,9390540794,--,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,
N/A,,-25030058,MB motors pali,--,MB motors pali,8824860289,--,--,--,2307246150,MB1TSKHD3PRFM5881,T217F6B453,--,564324567890876,8.991643013472648e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,UTTARPRADESH,--,386822,24.0,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030058
N/A,DTIL25030022,,MB motors pali,AL Field,MB motors pali,8824860289,I-Alert,Anil,DL548,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Operational Mode,564324567890876,8991643013472648,N/A,Bootstrap,--,N/A,N/A,N/A,N/A,N/A,N/A,E-com,UTTARPRADESH,Kilometers,386822,24.0,N/A,NRD,"Air Horn, Aiternate Cabin, Alt-Device, Device Modification",Disk Image,No,,--,sales@danlawtech.com,,upendram@danlawtech.com,2025-03-20 12:35:08,,Approved,2025-03-20 12:35:34,--,N/A,
N/A,,-25030059,MB motors pali,--,MB motors pali,8824860289,--,--,--,2307246150,MB1TSKHD3PRFM5881,T217F6B453,--,564324567890876,8.991643013472648e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,UTTARPRADESH,--,386822,24.0,N/A,--,,--,No,dsf,Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Chennai,N/A,-25030059
N/A,,,MB motors pali,Dealer,MB motors pali,8824860289,--,--,DL548,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Operational Mode,564324567890876,8991643013472648,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,UTTARPRADESH,--,386822,24.0,N/A,--,"Air Horn, Aiternate Cabin, Alt-Device, Device Modification, Others",--,No,dsf,Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Chennai,N/A,
N/A,,-25030060,MB motors pali,--,MB motors pali,8824860289,--,--,--,2307246150,MB1TSKHD3PRFM5881,T217F6B453,--,564324567890876,8.991643013472648e+19,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,UTTARPRADESH,--,386822,24.0,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030060
N/A,,,MB motors pali,--,MB motors pali,8824860289,--,--,--,2307246150,MB1TSKHD3PRFM5881,T217F6B453,--,564324567890876,89916430137264819,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,UTTARPRADESH,--,386822,24.0,N/A,--,"Air Horn, Aiternate Cabin, Alt-Device, Device Modification",--,No,dsf,Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,--,N/A,
2025-03-13 14:28:00,,S25030025,MB motors pali,Customer,MB motors pali,8824860289,I-Alert,Siva,DL548,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Operational Mode,564324567890876,8991643013472648270,2025-03-19 00:00:00,Commercial,BSNL,2025-03-15 00:00:00,2025-03-22 14:28:00,2025-02-21 14:28:00,2025-03-18 00:00:00,2025-03-11 14:28:00,2025-03-15 14:28:00,E-com,UTTARPRADESH,Kilometers,386822,24.0,2025-03-21 14:28:00,NRD,Alt-Device,Sim-Reg issue,No,"Not powering issue , done some woek",Repair,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Hyderabad,N/A,S25030025
2025-03-18 14:34:00,DTIL25030023,,MB motors pali,Dealer,MB motors pali,8824860289,Mail,Anil,DL545,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Plant Mode,564324567890876,8991643013472648270,2025-03-13 00:00:00,Commercial,BSNL,2025-03-15 00:00:00,2025-03-05 14:34:00,2025-03-19 14:37:00,2025-03-04 00:00:00,2025-03-10 14:35:00,2025-03-01 14:35:00,LCV,UTTARPRADESH,Kilometers,386822,24.0,2025-03-18 14:35:00,Not Powering ON,"Air Horn, Aiternate Cabin, Alt-Device, Others",Disk Image,No,"I Varified physically, Vehicle having no dahboard, onfirmed it is v packet issue",Repair,sales@danlawtech.com,Not ok,upendram@danlawtech.com,N/A,Approved,Approved,2025-03-20 14:47:09,Chennai,N/A,
2025-04-20 15:48:00,DTIL25030024,,MB motors pali,Dealer,MB motors pali,8824860289,I-Alert,Anil,DL548,2307246150,MB1TSKHD3PRFM5881,T217F6B453,Plant Mode,564324567890876,8991643013472648270,2025-03-13 00:00:00,Bootstrap,Airtel,2025-03-21 00:00:00,2025-03-13 15:48:00,2025-03-15 15:48:00,2025-03-14 00:00:00,2025-03-16 15:48:00,2025-03-07 15:48:00,T&T,UTTARPRADESH,Kilometers,386822,24.0,2025-03-01 15:48:00,Latency,"Air Horn, Aiternate Cabin, Alt-Device, Device Modification",Sim-Reg issue,No,OK DONE,Repair,sales@danlawtech.com,,upendram@danlawtech.com,2025-03-20 15:50:17,,Approved,2025-03-20 15:55:53,Chennai,/media/uploads/FIR_ENTRIES_20_03_2025_15_38.csv,
N/A,,-25030061,,--,,,ok,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030061
N/A,,-25030062,,--,,,others,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030062
N/A,,-25030063,,--,,,others,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030063
N/A,,-25030064,,,,,others,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030064
N/A,,-25030065,Samuya,others,Samuya,,ok,--,--,,,,--,,89911643124482219,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030065
N/A,,-25030066,,--,,,oh,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030066
N/A,,-25030067,,--,,,ok,--,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,-25030067
N/A,,E25030000,,--,,,I-Alert,Eliyas,--,,,,--,,,N/A,--,--,N/A,N/A,N/A,N/A,N/A,N/A,--,,--,,,N/A,--,,--,Yes,,--,,,,N/A,,Pending,N/A,--,N/A,E25030000
N/A,,A25030024,,--,,,I-Alert,Anil,DL320,,,,ANY ONE,,,N/A,NON MODE,Airtel,N/A,N/A,N/A,N/A,N/A,N/A,eweer,,Kilometers,,,N/A,Not Powering ON,,OK DONE,Yes,,--,,,,N/A,,Pending,N/A,Goa,N/A,A25030024
2025-03-16 23:27:00,,A25030025,Samuya,AL Service,Samuya,9390540794,I-Alert,Anil,DL320,2307246150,MB1TSKHD3PRFM5881,M153,NONE,564324567890876,1.234567890123457e+19,2025-03-20 00:00:00,NONE MODE,Airtel,2025-03-14 00:00:00,2025-03-13 23:28:00,2025-03-19 23:28:00,2025-03-07 00:00:00,2025-03-13 23:28:00,2025-03-07 23:28:00,T&T,UTTARPRADESH TO DELHI,Kilometers,23432,24.0,2025-03-16 23:29:00,V -PACKET,Aiternate Cabin,NONE,No,DONE WORKING,Others,upendram@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,A25030025
2025-03-16 23:27:00,,A25030026,Samuya,AL Service,Samuya,9390540794,I-Alert,Anil,DL320,2307246150,MB1TSKHD3PRFM5881,M153,NONE,564324567890876,1.234567890123457e+19,2025-03-20 00:00:00,NONE MODE,Airtel,2025-03-14 00:00:00,2025-03-13 23:28:00,2025-03-19 23:28:00,2025-03-07 00:00:00,2025-03-13 23:28:00,2025-03-07 23:28:00,T&T,UTTARPRADESH TO DELHI,Kilometers,23432,24.0,2025-03-16 23:29:00,V -PACKET,Aiternate Cabin,NONE,No,DONE WORKING,Others,upendram@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,A25030026
N/A,,A25030027,,--,,,I-Alert,Anil,DL545,,,,Operational Mode,,,N/A,Bootstrap,Airtel,N/A,N/A,N/A,N/A,N/A,N/A,Tipper,,Kilometers,,,N/A,Not Powering ON,,sdgsf,Yes,,--,,,,N/A,,Pending,N/A,Goa,N/A,A25030027
2025-03-19 23:33:00,,U25030000,Samuya,Customer,Samuya,9390540794,I-Alert,Upendra Reddy,DL320,2407047122,MB1TSKHD3PRFM5881,M153,nine,564324567890876,8991643013472648270,2025-03-14 00:00:00,Bootstrap,Airtel,2025-03-09 00:00:00,2025-03-07 23:32:00,2025-03-05 23:32:00,2025-03-06 00:00:00,2025-03-01 23:32:00,2025-03-02 23:32:00,Tipper,UTTARPRADESH,Kilometers,287321,24.0,2025-03-20 23:32:00,V-PACKET,,ok good,No,NOT WORKING,Replace,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,U25030000
2025-03-19 23:33:00,,,Samuya,Customer,Samuya,9390540794,I-Alert,Upendra Reddy,DL320,2407047122,MB1TSKHD3PRFM5881,M153,nine,564324567890876,8991643013472648270,2025-03-14 00:00:00,Bootstrap,Airtel,2025-03-09 00:00:00,2025-03-07 23:32:00,2025-03-05 23:32:00,2025-03-06 00:00:00,2025-03-01 23:32:00,2025-03-02 23:32:00,,UTTARPRADESH,Kilometers,287321,24.0,2025-03-20 23:32:00,NONO SENSE,,ok good,No,NOT WORKING,Replace,sales@danlawtech.com,,upendram@danlawtech.com,N/A,,Pending,N/A,Goa,N/A,
2025-03-21 12:45:00,DTIL25030025,,Samuya,Dealer,Samuya,9390540794,I-Alert,Upendra Reddy,DL545,2407047122,MB1TSKHD3PRFM5881,M153,Operational Mode,564324567890876,8991643013472648270,2025-03-13 00:00:00,Bootstrap,Airtel,2025-03-09 00:00:00,2025-03-03 10:45:00,2025-03-05 10:45:00,N/A,2025-03-19 10:45:00,2025-03-05 10:45:00,,UTTARPRADESH,Kilometers,287321,24.0,2025-03-16 10:45:00,Not Powering ON,"Aiternate Cabin, Alt-Device, Device Modification",Disk Image,No,NOT WORKING,Repair,sales@danlawtech.com,,upendram@danlawtech.com,2025-03-21 10:47:02,,Approved,2025-03-21 11:11:22,Goa,/media/uploads/FIR_ENTRIES_20_03_2025_15_38_HyvLAae.csv,
